ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
11-69_tohunt-1-1,11-69_tohunt-1,vaka-sasa-a,tohunt-88,false,expert,Greenhilletal2008,,,
11-70_toshoot-1-1,11-70_toshoot-1,vana,toshoot-1,false,expert,Greenhilletal2008,,,
11-71_tostabpierce-1-1,11-71_tostabpierce-1,sua-ka,tostabpierce-67,false,expert,Greenhilletal2008,,,
11-73_tosteal-1-1,11-73_tosteal-1,butako-ca,tosteal-1,false,expert,Greenhilletal2008,,,
11-74_tokill-2-1,11-74_tokill-2,vaka-mate-a,tokill-2,false,expert,Greenhilletal2008,,,
11-75_todiebedead-1-1,11-75_todiebedead-1,mate,todiebedead-1,false,expert,Greenhilletal2008,,,
11-76_tolivebealive-1-1,11-76_tolivebealive-1,bula,tolivebealive-28,false,expert,Greenhilletal2008,,,
11-77_toscratch-1-1,11-77_toscratch-1,kadru-va,toscratch-44,false,expert,Greenhilletal2008,,,
11-77_toscratch-2-1,11-77_toscratch-2,mila-a,toscratch-31,false,expert,Greenhilletal2008,,,
11-78_tocuthack-1-1,11-78_tocuthack-1,tatā,tocuthack-3,false,expert,Greenhilletal2008,,,
11-79_stickwood-1-1,11-79_stickwood-1,kau,stickwood-1,false,expert,Greenhilletal2008,,,
11-81_sharp-1-1,11-81_sharp-1,gata,sharp-36,false,expert,Greenhilletal2008,,,
11-82_dullblunt-1-1,11-82_dullblunt-1,mucu,dullblunt-10,false,expert,Greenhilletal2008,,,
11-83_towork-1-1,11-83_towork-1,cakacaka,towork-33,false,expert,Greenhilletal2008,,,
11-85_tochoose-1-1,11-85_tochoose-1,digi-a,tochoose-41,false,expert,Greenhilletal2008,,,
11-86_togrow-1-1,11-86_togrow-1,tubu,togrow-1,false,expert,Greenhilletal2008,,,
11-87_toswell-1-1,11-87_toswell-1,vuce,toswell-7,false,expert,Greenhilletal2008,,,
11-87_toswell-1-2,11-87_toswell-1,vuce,toswell-27,false,expert,Greenhilletal2008,,,
11-88_tosqueeze-1-1,11-88_tosqueeze-1,boo,tosqueeze-8,false,expert,Greenhilletal2008,,,
11-89_tohold-1-1,11-89_tohold-1,taura,tohold-35,false,expert,Greenhilletal2008,,,
11-90_todig-1-1,11-90_todig-1,keli-a,todig-1,false,expert,Greenhilletal2008,,,
11-91_tobuy-1-1,11-91_tobuy-1,voli-a,tobuy-1,false,expert,Greenhilletal2008,,,
11-92_toopenuncover-1-1,11-92_toopenuncover-1,dola-va,toopenuncover-35,false,expert,Greenhilletal2008,,,
11-93_topoundbeat-1-1,11-93_topoundbeat-1,tuki-a,topoundbeat-2,false,expert,Greenhilletal2008,,,
11-94_tothrow-1-1,11-94_tothrow-1,viri-taka,tothrow-30,false,expert,Greenhilletal2008,,,
11-95_tofall-1-1,11-95_tofall-1,lutu-ka,tofall-58,false,expert,Greenhilletal2008,,,
11-96_dog-1-1,11-96_dog-1,koli,dog-7,false,expert,Greenhilletal2008,,,
11-97_bird-1-1,11-97_bird-1,manumanu,bird-1,false,expert,Greenhilletal2008,,,
11-98_egg-1-1,11-98_egg-1,yaloka,egg-30,false,expert,Greenhilletal2008,,,
11-99_feather-1-1,11-99_feather-1,vuti-na,feather-79,false,expert,Greenhilletal2008,,,
11-100_wing-1-1,11-100_wing-1,taba-na,wing-35,false,expert,Greenhilletal2008,,,
11-101_tofly-1-1,11-101_tofly-1,vuka,tofly-45,false,expert,Greenhilletal2008,,,
11-102_rat-1-1,11-102_rat-1,kalavo,rat-1,false,expert,Greenhilletal2008,,,
11-103_meatflesh-1-1,11-103_meatflesh-1,viciko,meatflesh-10,false,expert,Greenhilletal2008,,,
11-104_fatgrease-1-1,11-104_fatgrease-1,uro,fatgrease-44,false,expert,Greenhilletal2008,,,
11-105_tail-1-1,11-105_tail-1,bui-na,tail-38,false,expert,Greenhilletal2008,,,
11-106_snake-1-1,11-106_snake-1,gata,snake-12,false,expert,Greenhilletal2008,,,
11-107_wormearthworm-1-1,11-107_wormearthworm-1,baca ni qele,wormearthworm-16,false,expert,Greenhilletal2008,,,
11-108_louse-1-1,11-108_louse-1,kutu,louse-1,false,expert,Greenhilletal2008,,,
11-109_mosquito-1-1,11-109_mosquito-1,namu,mosquito-1,false,expert,Greenhilletal2008,,,
11-110_spider-1-1,11-110_spider-1,tina ni viritālawalawa,spider-1,false,expert,Greenhilletal2008,,,
11-111_fish-1-1,11-111_fish-1,ika,fish-1,false,expert,Greenhilletal2008,,,
11-112_rotten-1-1,11-112_rotten-1,vuca,rotten-9,false,expert,Greenhilletal2008,,,
11-113_branch-1-1,11-113_branch-1,taba-na,branch-13,false,expert,Greenhilletal2008,,,
11-114_leaf-1-1,11-114_leaf-1,drau ni kau,leaf-1,false,expert,Greenhilletal2008,,,
11-115_root-2-1,11-115_root-2,waka-na,root-2,false,expert,Greenhilletal2008,,,
11-116_flower-1-1,11-116_flower-1,sē ni kau,flower-9,false,expert,Greenhilletal2008,,,
11-116_flower-1-2,11-116_flower-1,sē ni kau,flower-14,false,expert,Greenhilletal2008,,,
11-117_fruit-1-1,11-117_fruit-1,vua-na,fruit-1,false,expert,Greenhilletal2008,,,
11-118_grass-1-1,11-118_grass-1,cō,grass-102,false,expert,Greenhilletal2008,,,
11-119_earthsoil-1-1,11-119_earthsoil-1,qele,earthsoil-10,false,expert,Greenhilletal2008,,,
11-120_stone-1-1,11-120_stone-1,vatu,stone-1,false,expert,Greenhilletal2008,,,
11-121_sand-1-1,11-121_sand-1,nuku,sand-41,false,expert,Greenhilletal2008,,,
11-122_water-1-1,11-122_water-1,wai,water-2,false,expert,Greenhilletal2008,,,
11-123_toflow-1-1,11-123_toflow-1,drōdrō-va,toflow-32,false,expert,Greenhilletal2008,,,
11-124_sea-1-1,11-124_sea-1,wasawasa,sea-12,false,expert,Greenhilletal2008,,,
11-125_salt-1-1,11-125_salt-1,māsima,salt-3,false,expert,Greenhilletal2008,,,
11-126_lake-1-1,11-126_lake-1,drano,lake-1,false,expert,Greenhilletal2008,,,
11-127_woodsforest-1-1,11-127_woodsforest-1,veikau,woodsforest-13,false,expert,Greenhilletal2008,,,
11-128_sky-1-1,11-128_sky-1,lomālagi,sky-1,false,expert,Greenhilletal2008,,,
11-128_sky-1-2,11-128_sky-1,lomālagi,sky-84,false,expert,Greenhilletal2008,,,
11-129_moon-1-1,11-129_moon-1,vula,moon-1,false,expert,Greenhilletal2008,,,
11-130_star-1-1,11-130_star-1,kalokalo,star-28,false,expert,Greenhilletal2008,,,
11-131_cloud-1-1,11-131_cloud-1,ō,cloud-12,false,expert,Greenhilletal2008,,,
11-132_fog-1-1,11-132_fog-1,kabukabu,fog-1,false,expert,Greenhilletal2008,,,
11-132_fog-1-2,11-132_fog-1,kabukabu,fog-54,false,expert,Greenhilletal2008,,,
11-133_rain-1-1,11-133_rain-1,uca,rain-1,false,expert,Greenhilletal2008,,,
11-134_thunder-1-1,11-134_thunder-1,kurukuru,thunder-2,false,expert,Greenhilletal2008,,,
11-134_thunder-1-2,11-134_thunder-1,kurukuru,thunder-63,false,expert,Greenhilletal2008,,,
11-135_lightning-1-1,11-135_lightning-1,livaliva,lightning-35,false,expert,Greenhilletal2008,,,
11-136_wind-1-1,11-136_wind-1,cagi,wind-1,false,expert,Greenhilletal2008,,,
11-137_toblow-1-1,11-137_toblow-1,uvu-ca,toblow-4,false,expert,Greenhilletal2008,,,
11-137_toblow-1-2,11-137_toblow-1,uvu-ca,toblow-57,false,expert,Greenhilletal2008,,,
11-137_toblow-2-1,11-137_toblow-2,liwa,toblow-36,false,expert,Greenhilletal2008,,,
11-138_warm-1-1,11-138_warm-1,katakata,warm-36,false,expert,Greenhilletal2008,,,
11-139_cold-1-1,11-139_cold-1,batabatā,cold-42,false,expert,Greenhilletal2008,,,
11-140_dry-1-1,11-140_dry-1,maca,dry-11,false,expert,Greenhilletal2008,,,
11-141_wet-1-1,11-141_wet-1,suasua,wet-11,false,expert,Greenhilletal2008,,,
11-142_heavy-1-1,11-142_heavy-1,bībī,heavy-37,false,expert,Greenhilletal2008,,,
11-143_fire-1-1,11-143_fire-1,bukawaqa,fire-17,false,expert,Greenhilletal2008,,,
11-145_smoke-1-1,11-145_smoke-1,kubou,smoke-57,false,expert,Greenhilletal2008,,,
11-146_ashes-1-1,11-146_ashes-1,dravu,ash-67,false,expert,Greenhilletal2008,,,
11-147_black-1-1,11-147_black-1,loaloa,black-40,false,expert,Greenhilletal2008,,,
11-148_white-1-1,11-148_white-1,vulavula,white-3,false,expert,Greenhilletal2008,,,
11-149_red-1-1,11-149_red-1,damudamu,red-51,false,expert,Greenhilletal2008,,,
11-150_yellow-1-1,11-150_yellow-1,dromodromoa,yellow-46,false,expert,Greenhilletal2008,,,
11-151_green-1-1,11-151_green-1,karakarawa,green-13,false,expert,Greenhilletal2008,,,
11-151_green-1-2,11-151_green-1,karakarawa,green-52,false,expert,Greenhilletal2008,,,
11-152_small-1-1,11-152_small-1,lailai,small-32,false,expert,Greenhilletal2008,,,
11-153_big-1-1,11-153_big-1,levu,big-10,false,expert,Greenhilletal2008,,,
11-154_short-1-1,11-154_short-1,lekaleka,short-8,false,expert,Greenhilletal2008,,,
11-155_long-1-1,11-155_long-1,balavu,long-16,false,expert,Greenhilletal2008,,,
11-156_thin-1-1,11-156_thin-1,mamare,thin-13,false,expert,Greenhilletal2008,,,
11-157_thick-1-1,11-157_thick-1,vāvaku,thick-36,false,expert,Greenhilletal2008,,,
11-158_narrow-1-1,11-158_narrow-1,qiqō,narrow-27,false,expert,Greenhilletal2008,,,
11-159_wide-1-1,11-159_wide-1,raba,wide-48,false,expert,Greenhilletal2008,,,
11-161_shyashamed-1-1,11-161_shyashamed-1,māduā,shyashamed-31,false,expert,Greenhilletal2008,,,
11-162_old-1-1,11-162_old-1,qase,old-53,false,expert,Greenhilletal2008,,,
11-163_new-1-1,11-163_new-1,vou,new-1,false,expert,Greenhilletal2008,,,
11-164_good-1-1,11-164_good-1,vinaka,good-21,false,expert,Greenhilletal2008,,,
11-165_badevil-1-1,11-165_badevil-1,cā,badevil-1,false,expert,Greenhilletal2008,,,
11-166_correcttrue-1-1,11-166_correcttrue-1,dina,correcttrue-40,false,expert,Greenhilletal2008,,,
11-166_correcttrue-2-1,11-166_correcttrue-2,donu,correcttrue-8,false,expert,Greenhilletal2008,,,
11-167_night-1-1,11-167_night-1,bogi,night-1,false,expert,Greenhilletal2008,,,
11-168_day-1-1,11-168_day-1,siga,day-23,false,expert,Greenhilletal2008,,,
11-169_year-1-1,11-169_year-1,yabaki,year-27,false,expert,Greenhilletal2008,,,
11-170_when-1-1,11-170_when-1,ninaica,when-1,false,expert,Greenhilletal2008,,,
11-171_tohide-1-1,11-171_tohide-1,vuni-a,tohide-1,false,expert,Greenhilletal2008,,,
11-172_toclimb-1-1,11-172_toclimb-1,cabe,toclimb-2,false,expert,Greenhilletal2008,,,
11-173_at-1-1,11-173_at-1,e,at-1,false,expert,Greenhilletal2008,,,
11-174_ininside-1-1,11-174_ininside-1,e loɭma,ininside-1,false,expert,Greenhilletal2008,,,
11-175_above-1-1,11-175_above-1,e cake,above-25,false,expert,Greenhilletal2008,,,
11-176_below-1-1,11-176_below-1,e rā,below-54,false,expert,Greenhilletal2008,,,
11-177_this-1-1,11-177_this-1,oqō,this-17,false,expert,Greenhilletal2008,,,
11-178_that-2-1,11-178_that-2,koyā,that-1,false,expert,Greenhilletal2008,,,
11-178_that-3-1,11-178_that-3,ayā,that-1,false,expert,Greenhilletal2008,,,
11-179_near-1-1,11-179_near-1,vōleka,near-38,false,expert,Greenhilletal2008,,,
11-180_far-1-1,11-180_far-1,yawa,far-4,false,expert,Greenhilletal2008,,,
11-181_where-1-1,11-181_where-1,e vei,where-3,false,expert,Greenhilletal2008,,,
11-182_i-1-1,11-182_i-1,iau,i-1,false,expert,Greenhilletal2008,,,
11-182_i-1-2,11-182_i-1,iau,i-21,false,expert,Greenhilletal2008,,,
11-183_thou-1-1,11-183_thou-1,iko,thou-1,false,expert,Greenhilletal2008,,,
11-184_heshe-1-1,11-184_heshe-1,koya,heshe-1,false,expert,Greenhilletal2008,,,
11-184_heshe-1-2,11-184_heshe-1,koya,heshe-42,false,expert,Greenhilletal2008,,,
11-185_we-1-1,11-185_we-1,e,we-1,false,expert,Greenhilletal2008,,,
11-185_we-2-1,11-185_we-2,keda,we-1,false,expert,Greenhilletal2008,,,
11-185_we-3-1,11-185_we-3,keimami,we-2,false,expert,Greenhilletal2008,,,
11-186_you-1-1,11-186_you-1,kemunī,you-1,true,expert,Greenhilletal2008,,,
11-187_they-1-1,11-187_they-1,ira,they-1,false,expert,Greenhilletal2008,,,
11-187_they-1-2,11-187_they-1,ira,they-70,false,expert,Greenhilletal2008,,,
11-188_what-1-1,11-188_what-1,cava,what-1,false,expert,Greenhilletal2008,,,
11-189_who-1-1,11-189_who-1,o cei,who-1,false,expert,Greenhilletal2008,,,
11-191_all-1-1,11-191_all-1,kece,all-48,false,expert,Greenhilletal2008,,,
11-192_and-1-1,11-192_and-1,kei,and-1,false,expert,Greenhilletal2008,,,
11-192_and-2-1,11-192_and-2,ka,and-1,false,expert,Greenhilletal2008,,,
11-193_if-1-1,11-193_if-1,ke,if-1,false,expert,Greenhilletal2008,,,
11-194_how-1-1,11-194_how-1,vaka-cava,how-35,false,expert,Greenhilletal2008,,,
11-194_how-1-2,11-194_how-1,vaka-cava,how-1,false,expert,Greenhilletal2008,,,
11-195_nonot-1-1,11-195_nonot-1,sega,nonot-42,false,expert,Greenhilletal2008,,,
11-197_one-1-1,11-197_one-1,e dua,one-18,false,expert,Greenhilletal2008,,,
11-198_two-1-1,11-198_two-1,e rua,two-1,false,expert,Greenhilletal2008,,,
11-199_three-1-1,11-199_three-1,e tolu,three-1,false,expert,Greenhilletal2008,,,
11-200_four-1-1,11-200_four-1,e vā,four-1,false,expert,Greenhilletal2008,,,
11-200_four-1-2,11-200_four-1,e vā,four-66,false,expert,Greenhilletal2008,,,
11-201_five-1-1,11-201_five-1,lima,five-1,false,expert,Greenhilletal2008,,,
11-202_six-1-1,11-202_six-1,ono,six-1,false,expert,Greenhilletal2008,,,
11-203_seven-1-1,11-203_seven-1,vitu,seven-1,false,expert,Greenhilletal2008,,,
11-204_eight-1-1,11-204_eight-1,walu,eight-3,false,expert,Greenhilletal2008,,,
11-205_nine-1-1,11-205_nine-1,ciwa,nine-5,false,expert,Greenhilletal2008,,,
11-206_ten-1-1,11-206_ten-1,sagavulu,ten-5,false,expert,Greenhilletal2008,,,
11-207_twenty-1-1,11-207_twenty-1,rua-sagavulu,twenty-3,false,expert,Greenhilletal2008,,,
11-207_twenty-1-2,11-207_twenty-1,rua-sagavulu,twenty-6,false,expert,Greenhilletal2008,,,
11-208_fifty-1-1,11-208_fifty-1,lima-sagavulu,fifty-1,false,expert,Greenhilletal2008,,,
11-208_fifty-1-2,11-208_fifty-1,lima-sagavulu,fifty-2,false,expert,Greenhilletal2008,,,
11-209_onehundred-1-1,11-209_onehundred-1,drau,onehundred-2,false,expert,Greenhilletal2008,,,
11-210_onethousand-1-1,11-210_onethousand-1,dua na dolu,onethousand-12,false,expert,Greenhilletal2008,,,
38-1_hand-1-1,38-1_hand-1,ìma,hand-1,false,expert,Greenhilletal2008,,,
38-1_hand-1-2,38-1_hand-1,ìma,hand-64,false,expert,Greenhilletal2008,,,
38-3_right-1-1,38-3_right-1,atamai,right-7,false,expert,Greenhilletal2008,,,
38-3_right-2-1,38-3_right-2,'ima oko,right-33,false,expert,Greenhilletal2008,,,
38-4_legfoot-1-1,38-4_legfoot-1,vae,legfoot-1,false,expert,Greenhilletal2008,,,
38-4_legfoot-1-2,38-4_legfoot-1,vae,legfoot-100,false,expert,Greenhilletal2008,,,
38-5_towalk-1-1,38-5_towalk-1,hèe,towalk-6,false,expert,Greenhilletal2008,,,
38-5_towalk-1-2,38-5_towalk-1,hèe,towalk-9,false,expert,Greenhilletal2008,,,
38-6_roadpath-1-1,38-6_roadpath-1,vaà,roadpath-22,false,expert,Greenhilletal2008,,,
38-7_tocome-2-1,38-7_tocome-2,he'e mai,tocome-1,false,expert,Greenhilletal2008,,,
38-7_tocome-2-2,38-7_tocome-2,he'e mai,tocome-42,false,expert,Greenhilletal2008,,,
38-8_toturn-1-1,38-8_toturn-1,kavií,toturn-90,false,expert,Greenhilletal2008,,,
38-9_toswim-1-1,38-9_toswim-1,kau,toswim-5,false,expert,Greenhilletal2008,,,
38-10_dirty-1-1,38-10_dirty-1,paàpaà,dirty-7,false,expert,Greenhilletal2008,,,
38-10_dirty-2-1,38-10_dirty-2,hava,dirty-8,false,expert,Greenhilletal2008,,,
38-12_skin-1-1,38-12_skin-1,kiì,skin-1,false,expert,Greenhilletal2008,,,
38-13_back-1-1,38-13_back-1,tua,back-11,false,expert,Greenhilletal2008,,,
38-14_belly-1-1,38-14_belly-1,kopu,belly-2,false,expert,Greenhilletal2008,,,
38-14_belly-2-1,38-14_belly-2,'opu,belly-2,false,expert,Greenhilletal2008,,,
38-15_bone-1-1,38-15_bone-1,ivi,bone-52,false,expert,Greenhilletal2008,,,
38-15_bone-1-2,38-15_bone-1,ivi,bone-5,false,expert,Greenhilletal2008,,,
38-16_intestines-1-1,38-16_intestines-1,koekoe,intestines-31,false,expert,Greenhilletal2008,,,
38-17_liver-1-1,38-17_liver-1,ate,liver-1,false,expert,Greenhilletal2008,,,
38-18_breast-1-1,38-18_breast-1,u,breast-1,false,expert,Greenhilletal2008,,,
38-19_shoulder-1-1,38-19_shoulder-1,pauhihi,shoulder-8,false,expert,Greenhilletal2008,,,
38-19_shoulder-2-1,38-19_shoulder-2,paufifi,shoulder-8,false,expert,Greenhilletal2008,,,
38-21_tothink-1-1,38-21_tothink-1,maákau,tothink-7,false,expert,Greenhilletal2008,,,
38-22_tofear-1-1,38-22_tofear-1,meta'u,tofear-1,false,expert,Greenhilletal2008,,,
38-22_tofear-2-1,38-22_tofear-2,ha'ameta'u,tofear-1,false,expert,Greenhilletal2008,,,
38-23_blood-1-1,38-23_blood-1,toto,blood-4,false,expert,Greenhilletal2008,,,
38-24_head-1-1,38-24_head-1,u'u,head-1,false,expert,Greenhilletal2008,,,
38-24_head-2-1,38-24_head-2,upoko,head-10,false,expert,Greenhilletal2008,,,
38-25_neck-1-1,38-25_neck-1,kaakii,neck-20,false,expert,Greenhilletal2008,,,
38-26_hair-1-1,38-26_hair-1,hu'u,hair-31,false,expert,Greenhilletal2008,,,
38-26_hair-2-1,38-26_hair-2,'ouoho,hair-40,false,expert,Greenhilletal2008,,,
38-26_hair-2-2,38-26_hair-2,'ouoho,hair-36,false,expert,Greenhilletal2008,,,
38-27_nose-1-1,38-27_nose-1,ihu,nose-1,false,expert,Greenhilletal2008,,,
38-28_tobreathe-1-1,38-28_tobreathe-1,menava,tobreathe-1,false,expert,Greenhilletal2008,,,
38-28_tobreathe-2-1,38-28_tobreathe-2,ha,tobreathe-11,false,expert,Greenhilletal2008,,,
38-29_tosniffsmell-1-1,38-29_tosniffsmell-1,hoki,tosniffsmell-9,false,expert,Greenhilletal2008,,,
38-29_tosniffsmell-2-1,38-29_tosniffsmell-2,hone,tosniffsmell-9,false,expert,Greenhilletal2008,,,
38-30_mouth-1-1,38-30_mouth-1,haha,mouth-1,false,expert,Greenhilletal2008,,,
38-30_mouth-2-1,38-30_mouth-2,fafa,mouth-1,false,expert,Greenhilletal2008,,,
38-30_mouth-3-1,38-30_mouth-3,nutu,mouth-2,false,expert,Greenhilletal2008,,,
38-31_tooth-1-1,38-31_tooth-1,niho,tooth-1,false,expert,Greenhilletal2008,,,
38-32_tongue-1-1,38-32_tongue-1,a'èo,tongue-15,false,expert,Greenhilletal2008,,,
