ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
52-174_ininside-1,121157,52,174_ininside,lo|ko,lo|ko,l o + k o,,71458,5,false,^l o| k o$,default
52-175_above-1,62170,52,175_above,i luna,i luna,i + l u n a,,71458,9,false,^i + l u n a$,default
52-176_below-1,62527,52,176_below,lalo,lalo,l a l o,,71458,8,false,^l a l o$,default
52-177_this-1,132639,52,177_this,kēia,kēia,k ē/e i a,,71458,"7,45",false,^k ē i a$,default
52-177_this-2,132640,52,177_this,nei,nei,n e i,,71458,1,false,^n e i$,default
52-178_that-1,125629,52,178_that,kēlā,kēlā,k ē/e l ā/a,(<M),71458,1,false,^k ē l ā$,default
52-178_that-2,125631,52,178_that,kēnā,kēnā,k ē/e n ā/a,,71458,1,false,^k ē n ā$,default
52-178_that-3,125630,52,178_that,la,la,l a,,71458,65,false,^l a$,default
52-178_that-4,125632,52,178_that,na,na,n a,,71458,1,false,^n a$,default
52-179_near-1,63598,52,179_near,kokoke,kokoke,k o k o k e,"kela, la (far), kela, na (near hearer)",71458,,false,^k o k o k e$,default
52-180_far-1,63955,52,180_far,mamao,mamao,m a m a o,,71458,13,false,^m a m a o$,default
52-181_where-1,64312,52,181_where,aia i hea,aia i hea,a i a + i + h e a,,71458,"3,35",false,^a i a + i + h e a$,default
52-182_i-1,64669,52,182_i,['o] au,au,a u,,71458,"1,21",false,^a u$,default
52-183_thou-1,65026,52,183_thou,'oe,'oe,ʔ o e,,71458,1,false,^'o e$,default
52-184_heshe-1,65383,52,184_heshe,['o]ia,ia,i a,,71458,"1, 42",false,^i a$,default
52-185_we-1,132633,52,185_we,kāua,kāua,k ā/a u a,1 dual incl.,71458,"1, 29",false,^k ā u a$,default
52-185_we-2,132634,52,185_we,kākou,kākou,k ā/a k o u,1 pl. incl.,71458,"1, 39",false,^k ā k o u$,default
52-185_we-3,132635,52,185_we,māua,māua,m ā/a u a,,71458,"2, 29",false,^m ā u a$,default
52-185_we-4,132636,52,185_we,mākou,mākou,m ā/a k o u,,71458,"2, 39",false,^m ā k o u$,default
52-186_you-1,82036,52,186_you,'oukou,'oukou,ʔ o u k o u,,71458,16,false,^'o u k o u$,default
52-187_they-1,82132,52,187_they,lākou,lākou,l ā/a k o u,,71458,"1, 72",false,^l ā k o u$,default
52-188_what-1,66811,52,188_what,aha,aha,a h a,,71458,1,false,^a h a$,default
52-189_who-1,67168,52,189_who,wai,wai,w a i,,71458,"1,19",false,^w a i$,default
52-190_other-1,67525,52,190_other,kekāhi,kekāhi,k e k ā/a h i,,71458,7,false,^k e k āh i$,default
52-191_all-1,67882,52,191_all,apau,apau,a p a u,,71458,59,false,^a p a u$,default
52-192_and-1,82487,52,192_and,a,a,a,,71458,,false,^a$,default
52-192_and-2,82488,52,192_and,a me,a me,a + m e,,71458,"2,46",false,^a + m e$,default
52-193_if-1,68596,52,193_if,inā,inā,i n ā/a,(<e),71458,6?,false,^i n ā$,default
52-194_how-1,68953,52,194_how,pehea,pehea,p e h e a,,71458,11,false,^p e h e a$,default
52-195_nonot-1,69310,52,195_nonot,'ole,'ole,ʔ o l e,,71458,11,false,^'o l e$,default
52-196_tocount-1,69667,52,196_tocount,helu,helu,h e l u,,71458,,false,^h e l u$,default
52-197_one-1,70024,52,197_one,kahi,kahi,k a h i,,71458,41,false,^k a h i$,default
52-197_one-2,173586,52,197_one,'ekahi,'ekahi,ʔ e k a h i,,71458,41,false,^'e k a h i$,default
52-198_two-1,70381,52,198_two,lua,lua,l u a,,71458,1,false,^l u a$,default
52-199_three-1,70738,52,199_three,kolu,kolu,k o l u,,71458,1,false,^k o l u$,default
52-200_four-1,71095,52,200_four,hā,hā,h ā/a,,71458,"1,66",false,^h ā$,default
52-201_five-1,83759,52,201_five,lima,lima,l i m a,"Five, hand.(Source: Pollex)",71458,1,false,^l i m a$,default
52-202_six-1,123836,52,202_six,'eono,'eono,ʔ e o n o,,71458,1,false,^'e o n o$,default
52-203_seven-1,83661,52,203_seven,hiku,hiku,h i k u,Seven.(Source: Pollex),71458,1,false,^h i k u$,default
52-204_eight-1,90441,52,204_eight,walu,walu,w a l u,Pollex 06: Walu. :Eight.,71458,3,false,^w a l u$,default
52-205_nine-1,83536,52,205_nine,iwa,iwa,i w a,Nine.(Source: Pollex),71458,"5,44",false,^i w a$,default
52-206_ten-1,83428,52,206_ten,anahulu,anahulu,a n a h u l u,Ten days.(Source: Pollex),71458,5,false,^a n a h u l u$,default
52-206_ten-2,153109,52,206_ten,'umi,'umi,ʔ u m i,"this may be a term meaning 'fathom' or similqr ,easure for water depth.  A cognate is found in Old Rapa kumi, but this should not be included for the number 10-MW",71458,11,false,^'u m i$,default
52-207_twenty-1,131867,52,207_twenty,iwakālua,iwakālua,i w a k ā/a l u a,,71458,5,false,^i w a k ā l u a$,default
52-208_fifty-1,251534,52,208_fifty,kanalima,kanalima,k a n a l i m a,,71458,,false,^k a n a l i m a$,default
52-209_onehundred-1,251533,52,209_onehundred,hanele,hanele,h a n e l e,L from English,71458,11,true,^h a n e l e$,default
52-210_onethousand-1,251532,52,210_onethousand,kaukani,kaukani,k a u k a n i,L from English,71458,11,true,^k a u k a n i$,default
58-1_hand-1,83880,58,1_hand,rima,rima,r i m a,"Five, hand",POLLEX,"1, 64",false,^r i m a$,default
58-2_left-1,71451,58,2_left,kauī,kauī,k a u ī/i,,POLLEX,"1,42",false,^k a u ī$,default
58-2_left-2,71452,58,2_left,kauvī,kauvī,k a u v ī/i,,POLLEX,"1,42",false,^k a u v ī$,default
58-2_left-3,71453,58,2_left,mauī,mauī,m a u ī/i,,POLLEX,"1,59",false,^m a u ī$,default
58-3_right-1,772,58,3_right,katau,katau,k a t a u,Right (as opposed to left) (Bse),POLLEX,"5,40",false,^k a t a u$,default
58-4_legfoot-1,83941,58,4_legfoot,vae,vae,v a e,Leg,POLLEX,"1, 100",false,^v a e$,default
58-5_towalk-1,1486,58,5_towalk,àere,àere,ʔ à/a e r e,"Go, walk, proceed, progress",POLLEX,6,false,^à e r e$,default
58-6_roadpath-1,1843,58,6_roadpath,ara,ara,a r a,"Road, path, passage, way, trail, track (Bse)",POLLEX,1,false,^a r a$,default
58-7_tocome-1,2200,58,7_tocome,tātā'i,tātā'i,t ā/a t ā/a ʔ i,,POLLEX,,false,^t ā t ā 'i$,default
58-8_toturn-1,71706,58,8_toturn,'akapa'e,'akapa'e,ʔ a k a p a ʔ e,,POLLEX,11,false,^'a k a p a 'e$,default
58-8_toturn-2,71707,58,8_toturn,'iki'iki,'iki'iki,ʔ i k i ʔ i k i,,POLLEX,,false,^'i k i 'i k i$,default
58-8_toturn-3,71708,58,8_toturn,pa'e,pa'e,p a ʔ e,,POLLEX,11,false,^p a 'e$,default
58-9_toswim-1,2914,58,9_toswim,kau,kau,k a u,Swim,POLLEX,5,false,^k a u$,default
58-10_dirty-1,87933,58,10_dirty,repo,repo,r e p o,"Dirty, soiled, foul, dirt, muck, mud, to shit (Bse)  Stained, smeared, sullied (Bse)",POLLEX,9,false,^r e p o$,default
58-10_dirty-2,87934,58,10_dirty,àvaàva,àvaàva,ʔ à/a v a ʔ à/a v a,,POLLEX,8,false,^à v a à v a$,default
58-11_dust-1,3628,58,11_dust,puèu,puèu,p u è/e u,"Dust, scattered",POLLEX,"1, 74",false,^p u è u$,default
58-12_skin-1,3985,58,12_skin,kiri,kiri,k i r i,Skin,POLLEX,1,false,^k i r i$,default
58-13_back-1,4342,58,13_back,mokotua,mokotua,m o k o t u a,Back of human beings and quadrupeds (Sve),POLLEX,"100, 11",false,^m o k o t u a$,default
58-14_belly-1,88011,58,14_belly,kona,kona,k o n a,Lower abdomen,POLLEX,8,false,^k o n a$,default
58-14_belly-2,88012,58,14_belly,koopuu,koopuu,k oː p uː,"Belly, stomach",POLLEX,2,false,^k oo p uu$,default
58-14_belly-3,88013,58,14_belly,manava,manava,m a n a v a,"Stomach, nature, disposition (Bse)",POLLEX,9,false,^m a n a v a$,default
58-15_bone-1,5056,58,15_bone,ivi,ivi,i v i,Bone,POLLEX,"52,5",false,^i v i$,default
58-16_intestines-1,5413,58,16_intestines,ngaakau,ngaakau,n g aː k a u,Intestines,POLLEX,12,false,^n g aa k a u$,default
58-17_liver-1,5770,58,17_liver,ate,ate,a t e,Liver,POLLEX,1,false,^a t e$,default
58-18_breast-1,6127,58,18_breast,uu,uu,uː,"Nipple, breast",POLLEX,1,false,^uu$,default
58-19_shoulder-1,72223,58,19_shoulder,'ua,'ua,ʔ u a,,POLLEX,78,false,^'u a$,default
58-19_shoulder-2,72224,58,19_shoulder,pakuìvi,pakuìvi,p a k u ì/i v i,,POLLEX,8,false,^p a k u ì v i$,default
58-19_shoulder-3,72225,58,19_shoulder,pukuìvi,pukuìvi,p u k u ì/i v i,,POLLEX,8,false,^p u k u ì v i$,default
58-19_shoulder-4,72226,58,19_shoulder,pokoivi,pokoivi,p o k o i v i,,POLLEX,8,false,^p o k o i v i$,default
58-20_toknowbeknowledgeable-1,88375,58,20_toknowbeknowledgeable,kite,kite,k i t e,"See, know",POLLEX,12,false,^k i t e$,default
58-20_toknowbeknowledgeable-2,88376,58,20_toknowbeknowledgeable,maatau,maatau,m aː t a u,"Have knowledge of, be accustomed to, be in the habit of (Bse)",POLLEX,1,false,^m aa t a u$,default
58-21_tothink-1,7198,58,21_tothink,maàra,maàra,m a ʔ à/a r a,"Thought, memory, recollection, come to mind",POLLEX,8,false,^m a à r a$,default
58-22_tofear-1,88514,58,22_tofear,mataku,mataku,m a t a k u,"Fear v., afraid (to be)",POLLEX,1,false,^m a t a k u$,default
58-22_tofear-2,88515,58,22_tofear,iì,iì,i ì,,POLLEX,9,false,^i ì$,default
58-23_blood-1,7912,58,23_blood,toto,toto,t o t o,Blood (Sve),POLLEX,4,false,^t o t o$,default
58-24_head-1,8269,58,24_head,upoko,upoko,u p o k o,Head,POLLEX,10,false,^u p o k o$,default
58-25_neck-1,8626,58,25_neck,kakii,kakii,k a k iː,Neck,POLLEX,20,false,^k a k ii$,default
58-26_hair-1,88606,58,26_hair,rauru,rauru,r a u r u,Hair of head,POLLEX,40,false,^r a u r u$,default
58-27_nose-1,9340,58,27_nose,putaang/iqu/,putaang,p u t aː n g,Nose,POLLEX,"1,2",false,^p u t aa n g$,default
58-27_nose-2,9340,58,27_nose,putaang/iqu/,iqu,i q u,Nose,POLLEX,"1,2",false,^i q u$,default
58-28_tobreathe-1,9697,58,28_tobreathe,ngaa,ngaa,n g aː,"Pant, gasp",POLLEX,10,false,^n g aa$,default
58-29_tosniffsmell-1,10054,58,29_tosniffsmell,'ongi,'ongi,ʔ o n g i,"Touch noses, smell (I)",POLLEX,9,false,^'o n g i$,default
58-30_mouth-1,10411,58,30_mouth,vaà,vaà,v a ʔ à/a,Mouth,POLLEX,"1,8",false,^v a à$,default
58-31_tooth-1,10768,58,31_tooth,ni'o,ni'o,n i ʔ o,Tooth,POLLEX,1,false,^n i 'o$,default
58-32_tongue-1,11125,58,32_tongue,arero,arero,a r e r o,Tongue,POLLEX,15,false,^a r e r o$,default
58-33_tolaugh-1,11482,58,33_tolaugh,kata,kata,k a t a,Laugh,POLLEX,7,false,^k a t a$,default
58-34_tocry-1,11839,58,34_tocry,tangi,tangi,t a n g i,"Any noise or sound, but especially of weeping",POLLEX,1,false,^t a n g i$,default
58-35_tovomit-1,88859,58,35_tovomit,rua/ki,rua,r u a,Vomit,POLLEX,"8,31",false,^r u a$,default
58-35_tovomit-2,88859,58,35_tovomit,rua/ki,ki,k i,Vomit,POLLEX,"8,31",false,^k i$,default
58-35_tovomit-3,88860,58,35_tovomit,puaki,puaki,p u a k i,"Spew, belch, spit out",POLLEX,"1,32",false,^p u a k i$,default
58-36_tospit-1,88881,58,36_tospit,puaki,puaki,p u a k i,"Spew, belch, spit out",POLLEX,16,false,^p u a k i$,default
58-36_tospit-2,88882,58,36_tospit,tu/tuà/,tu,t u,Spit (Sve),POLLEX,120,false,^t u$,default
58-36_tospit-3,88882,58,36_tospit,tu/tuà/,tuà,t u ʔ à/a,Spit (Sve),POLLEX,120,false,^t u à$,default
58-37_toeat-1,12910,58,37_toeat,kai-nga,kai-nga,k a i + n g a,"Food, eat",POLLEX,"1,47",false,^k a i - n g a$,default
58-38_tochew-1,73306,58,38_tochew,ngau-a,ngau-a,n g a u + a,Chew,POLLEX,8,false,^n g a u - a$,default
58-38_tochew-2,73307,58,38_tochew,-ìa,-ìa,ì/i a,Chew,POLLEX,,false,^- ì a$,default
58-39_tocook-1,89657,58,39_tocook,ta'u,ta'u,t a ʔ u,"Cook, burn, set on fire (Sve)",POLLEX,10,false,^t a 'u$,default
58-39_tocook-2,89658,58,39_tocook,tao,tao,t a o,To cook in an oven (Sve),POLLEX,10,false,^t a o$,default
58-40_todrink-1,13981,58,40_todrink,inu,inu,i n u,Drink,POLLEX,1,false,^i n u$,default
58-41_tobite-1,89766,58,41_tobite,kati,kati,k a t i,"Bite, nip (v)",POLLEX,"1,55",false,^k a t i$,default
58-41_tobite-2,89767,58,41_tobite,eti,eti,e t i,"Gnaw, tear, bite [<]",POLLEX,"9, 84",false,^e t i$,default
58-42_tosuck-1,90014,58,42_tosuck,ngote-a,ngote-a,n g o t e + a,Suck in/up,POLLEX,9,false,^n g o t e - a$,default
58-42_tosuck-2,90015,58,42_tosuck,-ìa,-ìa,ì/i a,absorb (Bse)  Suck,POLLEX,,false,^- ì a$,default
58-42_tosuck-3,90016,58,42_tosuck,miti,miti,m i t i,lick,POLLEX,8,false,^m i t i$,default
58-43_ear-1,15052,58,43_ear,taringa,taringa,t a r i n g a,Ear (Sve),POLLEX,1,false,^t a r i n g a$,default
58-44_tohear-1,15409,58,44_tohear,rongo,rongo,r o n g o,"Hear, news",POLLEX,1,false,^r o n g o$,default
58-45_eye-1,90115,58,45_eye,kanoì,kanoì,k a n o ì,Eyeball,POLLEX,4,false,^k a n o ì$,default
58-45_eye-2,90116,58,45_eye,mata,mata,m a t a,"Eye, face",POLLEX,1,false,^m a t a$,default
58-46_tosee-1,16123,58,46_tosee,kite,kite,k i t e,"See, know",POLLEX,1,false,^k i t e$,default
58-47_toyawn-1,16480,58,47_toyawn,àamama,àamama,ʔ à/a a m a m a,"Yawn, open the mouth (Mka)",POLLEX,"19,28",false,^à a m a m a$,default
58-48_tosleep-1,16837,58,48_tosleep,moe,moe,m o e,Sleep,POLLEX,"10, 109",false,^m o e$,default
58-49_toliedown-1,90740,58,49_toliedown,'akatakoto,'akatakoto,ʔ a k a t a k o t o,,POLLEX,"7,10",false,^'a k a t a k o t o$,default
58-49_toliedown-2,90741,58,49_toliedown,'akatīpapa,'akatīpapa,ʔ a k a t ī/i p a p a,,POLLEX,21,false,^'a k a t ī p a p a$,default
58-49_toliedown-3,90742,58,49_toliedown,moe,moe,m o e,,POLLEX,6,false,^m o e$,default
58-50_todream-1,17551,58,50_todream,moemoeaa,moemoeaa,m o e m o e aː,"A dream, to dream (Sve)",POLLEX,"7,27",false,^m o e m o e aa$,default
58-51_tosit-1,17908,58,51_tosit,no'o,no'o,n o ʔ o,"Sit, dwell",POLLEX,16,false,^n o 'o$,default
58-52_tostand-1,18265,58,52_tostand,tuu,tuu,t uː,"Stand, upright, to be",POLLEX,2,false,^t uu$,default
58-53_personhumanbeing-1,18622,58,53_personhumanbeing,tangata,tangata,t a n g a t a,General name for mankind (Sve),POLLEX,"1,66, 97",false,^t a n g a t a$,default
58-54_manmale-1,91004,58,54_manmale,taane,taane,t aː n e,"Male, husband, lover, man (Sve)",POLLEX,"1,11",false,^t aa n e$,default
58-55_womanfemale-1,74276,58,55_womanfemale,vaìne,vaìne,v a ì/i n e,Woman  Female,POLLEX,"1,106, 116",false,^v a ì n e$,default
58-55_womanfemale-2,74277,58,55_womanfemale,ìne,ìne,ʔ ì/i n e,Woman  Female,POLLEX,"1,41",false,^ì n e$,default
58-56_child-1,91119,58,56_child,tama,tama,t a m a,"Child, term of address to man",POLLEX,6,false,^t a m a$,default
58-56_child-2,91120,58,56_child,tamariki,tamariki,t a m a r i k i,"Children (pl. of tamaiti), be a child (Bse)",POLLEX,"6,63",false,^t a m a r i k i$,default
58-56_child-3,91121,58,56_child,tamaiti,tamaiti,t a m a i t i,"Boy, child (Bse)",POLLEX,"6,64",false,^t a m a i t i$,default
58-57_husband-1,20050,58,57_husband,taane,taane,t aː n e,"Male, husband, lover, man (Sve)",POLLEX,14,false,^t aa n e$,default
58-58_wife-1,20407,58,58_wife,va'ine,va'ine,v a ʔ i n e,,POLLEX,"5,68",false,^v a 'i n e$,default
58-59_mother-1,20764,58,59_mother,māmā,māmā,m ā/a m ā/a,L from English,POLLEX,,true,^m ā m ā$,default
58-60_father-1,91305,58,60_father,metua,metua,m e t u a,,POLLEX,9,false,^m e t u a$,default
58-60_father-2,91306,58,60_father,pā,pā,p ā/a,L from English,POLLEX,,true,^p ā$,default
58-60_father-3,91307,58,60_father,pāpā,pāpā,p ā/a p ā/a,L from English,POLLEX,,true,^p ā p ā$,default
58-61_house-1,21478,58,61_house,àre,àre,ʔ à/a r e,House,POLLEX,14,false,^à r e$,default
58-62_thatchroof-1,21835,58,62_thatchroof,ato,ato,a t o,Thatch,POLLEX,1,false,^a t o$,default
58-63_name-1,22192,58,63_name,ingoa,ingoa,i n g o a,Name,POLLEX,6,false,^i n g o a$,default
58-64_tosay-1,74770,58,64_tosay,araara,araara,a r aː r a,,POLLEX,60,false,^a r aa r a$,default
58-64_tosay-2,74771,58,64_tosay,karanga,karanga,k a r a n g a,,POLLEX,169,false,^k a r a n g a$,default
58-64_tosay-3,74772,58,64_tosay,kōrero,kōrero,k ō/o r e r o,,POLLEX,11,false,^k ō r e r o$,default
58-64_tosay-4,74773,58,64_tosay,tuatua,tuatua,t u a t u a,,POLLEX,,false,^t u a t u a$,default
58-65_rope-1,22906,58,65_rope,taura,taura,t a u r a,"Rope, cord (Sve)",POLLEX,9,false,^t a u r a$,default
58-66_totieupfasten-1,91457,58,66_totieupfasten,ìitiki-a,ìitiki-a,ʔ ì/i i t i k i + a,"Tie on around or up, tie a knot, bind, tether (Bse)",POLLEX,148,false,^ì i t i k i - a$,default
58-66_totieupfasten-2,91458,58,66_totieupfasten,-ìa,-ìa,ì/i a,"Tie, lash, bind",POLLEX,,false,^- ì a$,default
58-66_totieupfasten-3,91459,58,66_totieupfasten,-na,-na,n a,"Bind, tie tightly round, tether, snare (in a noose) (Bse)",POLLEX,13?,false,^- n a$,default
58-66_totieupfasten-4,91460,58,66_totieupfasten,rii,rii,r iː,"Tie, lash, tether, bind (Bse)",POLLEX,14,false,^r ii$,default
58-66_totieupfasten-5,91461,58,66_totieupfasten,nati-a,nati-a,n a t i + a,,POLLEX,13,false,^n a t i - a$,default
58-66_totieupfasten-6,91462,58,66_totieupfasten,taapeka,taapeka,t aː p e k a,,POLLEX,17,false,^t aa p e k a$,default
58-67_tosew-1,23620,58,67_tosew,tui,tui,t u i,"Sew, thread, pierce (Sve)",POLLEX,"13, 16",false,^t u i$,default
58-68_needle-1,23977,58,68_needle,au,au,a u,Wooden needle,POLLEX,1,false,^a u$,default
58-69_tohunt-1,91576,58,69_tohunt,kimi,kimi,k i m i,hunt,POLLEX,,false,^k i m i$,default
58-69_tohunt-2,91577,58,69_tohunt,apuapu,apuapu,a p u a p u,hunt down,POLLEX,,false,^a p u a p u$,default
58-70_toshoot-1,24691,58,70_toshoot,taa/àna/,taa,t aː,Shoot with bow,POLLEX,1,false,^t aa$,default
58-70_toshoot-2,24691,58,70_toshoot,taa/àna/,àna,ʔ à/a n a,Shoot with bow,POLLEX,1,false,^à n a$,default
58-71_tostabpierce-1,75292,58,71_tostabpierce,pātia,pātia,p ā/a t i a,,POLLEX,9,false,^p ā t i a$,default
58-71_tostabpierce-2,75293,58,71_tostabpierce,pātiatia,pātiatia,p ā/a t i a t i a,,POLLEX,9,false,^p ā t i a t i a$,default
58-71_tostabpierce-3,75294,58,71_tostabpierce,vero,vero,v e r o,,POLLEX,15,false,^v e r o$,default
58-71_tostabpierce-4,75295,58,71_tostabpierce,verovero,verovero,v e r o v e r o,,POLLEX,15,false,^v e r o v e r o$,default
58-72_tohit-1,91676,58,72_tohit,papaki,papaki,p a p a k i,"(Bse). Slap, hit, smack (Sve)",POLLEX,6,false,^p a p a k i$,default
58-72_tohit-2,91677,58,72_tohit,paakia,paakia,p aː k i a,Passive of papaki (Bse),POLLEX,6,false,^p aa k i a$,default
58-72_tohit-3,91678,58,72_tohit,patu,patu,p a t u,"Strike, knock with sudden short blow (Bse)",POLLEX,7,false,^p a t u$,default
58-72_tohit-4,91679,58,72_tohit,taa,taa,t aː,"Hit, strike, fight, attack (Bse)",POLLEX,10,false,^t aa$,default
58-72_tohit-5,91680,58,72_tohit,ta-ia,ta-ia,t a + i a,"Pound, beat, bruise, strike (Sve)",POLLEX,10,false,^t a - i a$,default
58-72_tohit-6,91681,58,72_tohit,tuki,tuki,t u k i,,POLLEX,8,false,^t u k i$,default
58-73_tosteal-1,25762,58,73_tosteal,keiaa,keiaa,k e i aː,"Steal, thief (Mka)",POLLEX,"7,65",false,^k e i aa$,default
58-74_tokill-1,91843,58,74_tokill,kikini,kikini,k i k i n i,,POLLEX,,false,^k i k i n i$,default
58-74_tokill-2,91844,58,74_tokill,tā,tā,t ā/a,,POLLEX,8,false,^t ā$,default
58-74_tokill-3,91845,58,74_tokill,tāmate,tāmate,t ā/a m a t e,,POLLEX,2,false,^t ā m a t e$,default
58-74_tokill-4,91846,58,74_tokill,tāmatemate,tāmatemate,t ā/a m a t e m a t e,,POLLEX,2,false,^t ā m a t e m a t e$,default
58-74_tokill-5,91847,58,74_tokill,putu,putu,p u t u,,POLLEX,9,false,^p u t u$,default
58-75_todiebedead-1,91892,58,75_todiebedead,mate,mate,m a t e,Die,POLLEX,1,false,^m a t e$,default
58-75_todiebedead-2,91893,58,75_todiebedead,po'e,po'e,p o ʔ e,"Dwindle, die down (of flame, light), screwed up (of eyes), dazzled (Bse)",POLLEX,3,false,^p o 'e$,default
58-76_tolivebealive-1,91922,58,76_tolivebealive,ora,ora,o r a,"Life, health, recover from illness, alive, satiated with food",POLLEX,6,false,^o r a$,default
58-76_tolivebealive-2,91923,58,76_tolivebealive,mauri,mauri,m a u r i,"Life principle, spirit, seat of the emotions (Bse)",POLLEX,"1, 76",false,^m a u r i$,default
58-77_toscratch-1,75621,58,77_toscratch,raku(raku),raku,r a k u,Scratch with fingernails or claws  Scratched,POLLEX,9,false,^r a k u$,default
58-77_toscratch-2,75622,58,77_toscratch,raraku,raraku,r a r a k u,Scratch with fingernails or claws  Scratched,POLLEX,9,false,^r a r a k u$,default
58-78_tocuthack-1,92025,58,78_tocuthack,vaaì/a,vaaì,v aː ì,"To split, break (Bse)",POLLEX,13,false,^v aa ì$,default
58-78_tocuthack-2,92025,58,78_tocuthack,vaaì/a,a,a,"To split, break (Bse)",POLLEX,13,false,^a$,default
58-78_tocuthack-3,92026,58,78_tocuthack,kokoti,kokoti,k o k o t i,"Cut (with blade), sever, reap (Bse)",POLLEX,9,false,^k o k o t i$,default
58-78_tocuthack-4,92027,58,78_tocuthack,kootia,kootia,k oː t i a,"Sever, cut v",POLLEX,9,false,^k oo t i a$,default
58-78_tocuthack-5,92028,58,78_tocuthack,motu,motu,m o t u,"Chop, chisel or adze something into shape, carve something out (Bse)",POLLEX,"54, 14",false,^m o t u$,default
58-78_tocuthack-6,92029,58,78_tocuthack,tarai,tarai,t a r a i,,POLLEX,1,false,^t a r a i$,default
58-79_stickwood-1,27904,58,79_stickwood,raakau,raakau,r aː k a u,"Wood, tree, shrub, plant, pole, rod, stick, weapon",POLLEX,"1,26",false,^r aa k a u$,default
58-80_tosplit-1,92343,58,80_tosplit,ngaàa,ngaàa,n g a ʔ à/a a,"Open, cracked, broken, split, severed",POLLEX,"5, 97",false,^n g a à a$,default
58-80_tosplit-2,92344,58,80_tosplit,vaaì,vaaì,v aː ì,"To break, split, share",POLLEX,4,false,^v aa ì$,default
58-80_tosplit-3,92345,58,80_tosplit,tapaì,tapaì,t a p a ì,"To split, cleave lengthwise (Sve), chop down vertically on something, split or cleave lengthwise",POLLEX,4,false,^t a p a ì$,default
58-81_sharp-1,28618,58,81_sharp,koi,koi,k o i,Sharp,POLLEX,"14,66",false,^k o i$,default
58-82_dullblunt-1,28975,58,82_dullblunt,mania,mania,m a n i a,"Smooth, flat, blunt (Bse)",POLLEX,11,false,^m a n i a$,default
58-83_towork-1,29332,58,83_towork,ànga/ànga,ànga,ʔ à/a n g a,"Work, labour, deed",POLLEX,10,false,^à n g a$,default
58-83_towork-2,29332,58,83_towork,ànga/ànga,ànga,ʔ à/a n g a,"Work, labour, deed",POLLEX,10,false,^à n g a$,default
58-84_toplant-1,76099,58,84_toplant,tanu,tanu,t a n u,,POLLEX,2,false,^t a n u$,default
58-84_toplant-2,76100,58,84_toplant,tanutanu,tanutanu,t a n u t a n u,,POLLEX,2,false,^t a n u t a n u$,default
58-84_toplant-3,76101,58,84_toplant,tatanu,tatanu,t a t a n u,,POLLEX,2,false,^t a t a n u$,default
58-85_tochoose-1,30046,58,85_tochoose,ìri,ìri,ʔ ì/i r i,"Select, choose",POLLEX,1,false,^ì r i$,default
58-86_togrow-1,30403,58,86_togrow,tupu,tupu,t u p u,Grow,POLLEX,1,false,^t u p u$,default
58-87_toswell-1,76274,58,87_toswell,'akangē(ngē),'akangē,ʔ a k a n g ē/e,,POLLEX,,false,^'a k a n g ē$,default
58-87_toswell-2,76275,58,87_toswell,'akapetetue,'akapetetue,ʔ a k a p e t e t u e,,POLLEX,,false,^'a k a p e t e t u e$,default
58-87_toswell-3,76276,58,87_toswell,ē,ē,ē/e,,POLLEX,,false,^ē$,default
58-87_toswell-4,76277,58,87_toswell,ngaru,ngaru,n g a r u,,POLLEX,,false,^n g a r u$,default
58-87_toswell-5,76278,58,87_toswell,ōpuepue,ōpuepue,ō/o p u e p u e,,POLLEX,30,false,^ō p u e p u e$,default
58-88_tosqueeze-1,92593,58,88_tosqueeze,romi,romi,r o m i,Squeeze,POLLEX,10,false,^r o m i$,default
58-88_tosqueeze-2,92594,58,88_tosqueeze,tatau,tatau,t a t a u,"To squeeze, crush or press (Sve)",POLLEX,13,false,^t a t a u$,default
58-89_tohold-1,92659,58,89_tohold,kuku-a,kuku-a,k u k u + a,"Draw or bunch together, roll up (as sleeves), ruck up, grab (Bse)",POLLEX,12,false,^k u k u - a$,default
58-89_tohold-2,92660,58,89_tohold,puke/na,puke,p u k e,Take hold of  Reach for (as for fish in a hole),POLLEX,13,false,^p u k e$,default
58-89_tohold-3,92660,58,89_tohold,puke/na,na,n a,Take hold of  Reach for (as for fish in a hole),POLLEX,13,false,^n a$,default
58-89_tohold-4,92661,58,89_tohold,tango,tango,t a n g o,,POLLEX,14,false,^t a n g o$,default
58-90_todig-1,31831,58,90_todig,keri,keri,k e r i,Dig v,POLLEX,1,false,^k e r i$,default
58-91_tobuy-1,32188,58,91_tobuy,'oko,'oko,ʔ o k o,"Buy, sell, trade",POLLEX,7,false,^'o k o$,default
58-92_toopenuncover-1,76623,58,92_toopenuncover,'akangangata,'akangangata,ʔ a k a n g a n g a t a,,POLLEX,,false,^'a k a n g a n g a t a$,default
58-92_toopenuncover-2,76624,58,92_toopenuncover,'akapu'ata,'akapu'ata,ʔ a k a p u ʔ a t a,,POLLEX,,false,^'a k a p u 'a t a$,default
58-92_toopenuncover-3,76625,58,92_toopenuncover,'akatū'era'era,'akatū'era'era,ʔ a k a t ū ʔ e r a ʔ e r a,,POLLEX,,false,^'a k a t ū 'e r a 'e r a$,default
