ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
1055-193_if-1,277794,1055,193_if,tausia,tausia,t a u s i a,,52375,,false,^t a u s i a$,default
1055-194_how-1,277751,1055,194_how,nofeiŋa,nofeiŋa,n o f e i ŋ a,,52375,11,false,^n o f e i ŋ a$,default
1055-195_nonot-1,277987,1055,195_nonot,sai,sai,s a i,,52375,"10,84",false,^s a i$,default
1055-196_tocount-1,273872,1055,196_tocount,tetao,tetao,t e t a o,,52375,8,false,^t e t a o$,default
1055-197_one-1,264697,1055,197_one,tasi,tasi,t a s i,,52375,41,false,^t a s i$,default
1055-198_two-1,264876,1055,198_two,rua,rua,r u a,,52375,1,false,^r u a$,default
1055-199_three-1,265054,1055,199_three,toru,toru,t o r u,,52375,1,false,^t o r u$,default
1055-200_four-1,265232,1055,200_four,fa,fa,f a,,52375,"1,66",false,^f a$,default
1055-201_five-1,265410,1055,201_five,rima,rima,r i m a,,52375,1,false,^r i m a$,default
1055-202_six-1,265587,1055,202_six,ono,ono,o n o,,52375,1,false,^o n o$,default
1055-203_seven-1,265760,1055,203_seven,fitu,fitu,f i t u,,52375,1,false,^f i t u$,default
1055-204_eight-1,265933,1055,204_eight,βaru,βaru,β a r u,,52375,3,false,^β a r u$,default
1055-205_nine-1,266102,1055,205_nine,siβa,siβa,s i β a,,52375,5,false,^s i β a$,default
1055-206_ten-1,266278,1055,206_ten,siŋafuru,siŋafuru,s i ŋ a f u r u,,52375,5,false,^s i ŋ a f u r u$,default
1163-1_hand-1,258015,1163,1_hand,rima,rima,r i m a,,52375,"1, 64",false,^r i m a$,default
1163-2_left-1,278209,1163,2_left,musui,musui,m u s u i,,52375,"1,59,74",false,^m u s u i$,default
1163-3_right-1,277483,1163,3_right,matau,matau,m a t a u,,52375,"5,13",false,^m a t a u$,default
1163-4_legfoot-1,278628,1163,4_legfoot,βae,βae,β a e,,52375,"1, 100",false,^β a e$,default
1163-5_towalk-1,277305,1163,5_towalk,saria,saria,s a r i a,,52375,6,false,^s a r i a$,default
1163-6_roadpath-1,258193,1163,6_roadpath,ara,ara,a r a,,52375,1,false,^a r a$,default
1163-7_tocome-1,271277,1163,7_tocome,fenmai,fenmai,f e n m a i,,52375,"1,23",false,^f e n m a i$,default
1163-8_toturn-1,277150,1163,8_toturn,firiu,firiu,f i r i u,,52375,2,false,^f i r i u$,default
1163-9_toswim-1,271457,1163,9_toswim,kaukau,kaukau,k a u k a u,,52375,5,false,^k a u k a u$,default
1163-10_dirty-1,263082,1163,10_dirty,paku,paku,p a k u,black,52375,37,false,^p a k u$,default
1163-11_dust-1,259816,1163,11_dust,motamota,motamota,m o t a m o t a,,52375,,false,^m o t a m o t a$,default
1163-12_skin-1,279160,1163,12_skin,kiri,kiri,k i r i,,52375,1,false,^k i r i$,default
1163-13_back-1,276261,1163,13_back,pua,pua,p u a,,52375,62,false,^p u a$,default
1163-14_belly-1,262441,1163,14_belly,sinae,sinae,s i n a e,Probably confused with guts,52375,"19, 34",false,^s i n a e$,default
1163-15_bone-1,278984,1163,15_bone,teiβi,teiβi,t e i β i,,52375,"52,5",false,^t e i β i$,default
1163-16_intestines-1,263942,1163,16_intestines,sinae,sinae,s i n a e,,52375,1,false,^s i n a e$,default
1163-17_liver-1,267039,1163,17_liver,ate,ate,a t e,,52375,1,false,^a t e$,default
1163-18_breast-1,260167,1163,18_breast,susu,susu,s u s u,,52375,1,false,^s u s u$,default
1163-19_shoulder-1,256321,1163,19_shoulder,pamu,pamu,p a m u,,52375,79,false,^p a m u$,default
1163-20_toknowbeknowledgeable-1,275051,1163,20_toknowbeknowledgeable,taea,taea,t a e a,,52375,95,false,^t a e a$,default
1163-21_tothink-1,276848,1163,21_tothink,mantua,mantua,m a n t u a,,52375,9,false,^m a n t u a$,default
1163-22_tofear-1,274491,1163,22_tofear,mataku,mataku,m a t a k u,,52375,1,false,^m a t a k u$,default
1163-23_blood-1,278805,1163,23_blood,atoto,atoto,a t o t o,,52375,4,false,^a t o t o$,default
1163-24_head-1,255064,1163,24_head,kele,kele,k e l e,,52375,,false,^k e l e$,default
1163-25_neck-1,259678,1163,25_neck,popo,popo,p o p o,,52375,,false,^p o p o$,default
1163-26_hair-1,266872,1163,26_hair,ro-uru,ro-uru,r o + u r u,,52375,40,false,^r o - u r u$,default
1163-27_nose-1,279339,1163,27_nose,usu,usu,u s u,,52375,1,false,^u s u$,default
1163-28_tobreathe-1,273567,1163,28_tobreathe,maro,maro,m a r o,,52375,13,false,^m a r o$,default
1163-29_tosniffsmell-1,275935,1163,29_tosniffsmell,sunoŋoa,sunoŋoa,s u n o ŋ o a,,52375,9?,false,^s u n o ŋ o a$,default
1163-30_mouth-1,283435,1163,30_mouth,ŋutu,ŋutu,ŋ u t u,,52375,2,false,^ŋ u t u$,default
1163-31_tooth-1,281476,1163,31_tooth,nifo,nifo,n i f o,,52375,1,false,^n i f o$,default
1163-32_tongue-1,280695,1163,32_tongue,limena,limena,l i m e n a,cf. Vanuatu languages,52375,"7, 17",false,^l i m e n a$,default
1163-33_tolaugh-1,272531,1163,33_tolaugh,kata,kata,k a t a,,52375,7,false,^k a t a$,default
1163-34_tocry-1,270747,1163,34_tocry,ka·,ka·,k a,,52375,58,false,^k a ·$,default
1163-35_tovomit-1,271097,1163,35_tovomit,rua,rua,r u a,,52375,8,false,^r u a$,default
1163-36_tospit-1,273419,1163,36_tospit,tanue,tanue,t a n u e,,52375,85,false,^t a n u e$,default
1163-37_toeat-1,271639,1163,37_toeat,kai,kai,k a i,,52375,"1,47",false,^k a i$,default
1163-39_tocook-1,261906,1163,39_tocook,moa,moa,m o a,,52375,51,false,^m o a$,default
1163-40_todrink-1,274336,1163,40_todrink,unu,unu,u n u,,52375,1,false,^u n u$,default
1163-41_tobite-1,270388,1163,41_tobite,kečia,kečia,k e č/tʃ i a,,52375,"1,55",false,^k e č i a$,default
1163-42_tosuck-1,276699,1163,42_tosuck,tomia,tomia,t o m i a,,52375,7,false,^t o m i a$,default
1163-43_ear-1,278445,1163,43_ear,teriŋa,teriŋa,t e r i ŋ a,,52375,1,false,^t e r i ŋ a$,default
1163-44_tohear-1,270566,1163,44_tohear,roŋona,roŋona,r o ŋ o n a,,52375,"1, 83",false,^r o ŋ o n a$,default
1163-45_eye-1,282720,1163,45_eye,mata,mata,m a t a,,52375,1,false,^m a t a$,default
1163-46_tosee-1,270208,1163,46_tosee,sereia,sereia,s e r e i a,,52375,104,false,^s e r e i a$,default
1163-48_tosleep-1,272354,1163,48_tosleep,moe,moe,m o e,,52375,"10, 109",false,^m o e$,default
1163-49_toliedown-1,275203,1163,49_toliedown,moe,moe,m o e,,52375,6,false,^m o e$,default
1163-51_tosit-1,272001,1163,51_tosit,nofo,nofo,n o f o,,52375,16,false,^n o f o$,default
1163-52_tostand-1,271820,1163,52_tostand,telao,telao,t e l a o,,52375,79,false,^t e l a o$,default
1163-53_personhumanbeing-1,280980,1163,53_personhumanbeing,taŋata,taŋata,t a ŋ a t a,,52375,"1,66, 97",false,^t a ŋ a t a$,default
1163-54_manmale-1,280192,1163,54_manmale,tane,tane,t a n e,,52375,"1,11",false,^t a n e$,default
1163-55_womanfemale-1,280374,1163,55_womanfemale,tefine,tefine,t e f i n e,,52375,"1,35",false,^t e f i n e$,default
1163-56_child-1,280008,1163,56_child,tama,tama,t a m a,,52375,6,false,^t a m a$,default
1163-57_husband-1,280515,1163,57_husband,taŋata,taŋata,t a ŋ a t a,,52375,23,false,^t a ŋ a t a$,default
1163-58_wife-1,281117,1163,58_wife,tefine,tefine,t e f i n e,,52375,"5,69",false,^t e f i n e$,default
1163-59_mother-1,279828,1163,59_mother,leita,leita,l e i t a,,52375,,false,^l e i t a$,default
1163-60_father-1,279643,1163,60_father,mamau,mamau,m a m a u,L from Efate lgs,52375,"1,10",true,^m a m a u$,default
1163-61_house-1,281298,1163,61_house,te-fare,te-fare,t e + f a r e,,52375,14,false,^t e - f a r e$,default
1163-63_name-1,280873,1163,63_name,iŋoa,iŋoa,i ŋ o a,,52375,6,false,^i ŋ o a$,default
1163-64_tosay-1,275516,1163,64_tosay,tokua,tokua,t o k u a,,52375,27,false,^t o k u a$,default
1163-65_rope-1,259992,1163,65_rope,mea,mea,m e a,,52375,10,false,^m e a$,default
1163-65_rope-2,259993,1163,65_rope,wawa,wawa,w a w a,,52375,74,false,^w a w a$,default
1163-66_totieupfasten-1,273244,1163,66_totieupfasten,laia,laia,l a i a,,52375,14,false,^l a i a$,default
1163-67_tosew-1,275787,1163,67_tosew,tuia,tuia,t u i a,,52375,"13, 16",false,^t u i a$,default
1163-69_tohunt-1,274751,1163,69_tohunt,palako,palako,p a l a k o,,52375,28,false,^p a l a k o$,default
1163-71_tostabpierce-1,276557,1163,71_tostabpierce,sukia,sukia,s u k i a,,52375,"1, 8",false,^s u k i a$,default
1163-72_tohit-1,270028,1163,72_tohit,teia,teia,t e i a,,52375,10,false,^t e i a$,default
1163-74_tokill-1,274897,1163,74_tokill,teia-matia,teia-matia,t e i a + m a t i a,,52375,2,false,^t e i a - m a t i a$,default
1163-75_todiebedead-1,270919,1163,75_todiebedead,mate,mate,m a t e,,52375,1,false,^m a t e$,default
1163-76_tolivebealive-1,275355,1163,76_tolivebealive,mouri,mouri,m o u r i,,52375,"1, 76",false,^m o u r i$,default
1163-77_toscratch-1,275670,1163,77_toscratch,sakaroa,sakaroa,s a k a r o a,,52375,,false,^s a k a r o a$,default
1163-78_tocuthack-1,274026,1163,78_tocuthack,teia,teia,t e i a,,52375,1,false,^t e i a$,default
1163-79_stickwood-1,259504,1163,79_stickwood,ra·kau,ra·kau,r a + k a u,,52375,"1,26",false,^r a · k a u$,default
1163-80_tosplit-1,276084,1163,80_tosplit,tapasia,tapasia,t a p a s i a,,52375,4,false,^t a p a s i a$,default
1163-81_sharp-1,264242,1163,81_sharp,mačikai,mačikai,m a č/tʃ i k a i,,52375,"14,16",false,^m a č i k a i$,default
1163-83_towork-1,267508,1163,83_towork,wosiana,wosiana,w o s i a n a,,52375,"10,67",false,^w o s i a n a$,default
1163-88_tosqueeze-1,276411,1163,88_tosqueeze,molia,molia,m o l i a,,52375,,false,^m o l i a$,default
1163-89_tohold-1,272879,1163,89_tohold,posokia,posokia,p o s o k i a,L froom Efate Lgs,52375,56?,true,^p o s o k i a$,default
1163-90_todig-1,274180,1163,90_todig,keria,keria,k e r i a,,52375,1,false,^k e r i a$,default
1163-94_tothrow-1,277002,1163,94_tothrow,woro,woro,w o r o,,52375,,false,^w o r o$,default
1163-94_tothrow-2,277003,1163,94_tothrow,pesia,pesia,p e s i a,,52375,12,false,^p e s i a$,default
1163-95_tofall-1,272177,1163,95_tofall,melu,melu,m e l u,,52375,89,false,^m e l u$,default
1163-96_dog-1,281655,1163,96_dog,kori,kori,k o r i,,52375,7,false,^k o r i$,default
1163-97_bird-1,282363,1163,97_bird,manu,manu,m a n u,,52375,1,false,^m a n u$,default
1163-98_egg-1,282184,1163,98_egg,atolu,atolu,a t o l u,,52375,1,false,^a t o l u$,default
1163-99_feather-1,283748,1163,99_feather,wero,wero,w e r o,,52375,80,false,^w e r o$,default
1163-100_wing-1,283255,1163,100_wing,pekau,pekau,p e k a u,,52375,"1,59",false,^p e k a u$,default
1163-101_tofly-1,273062,1163,101_tofly,rere,rere,r e r e,,52375,11,false,^r e r e$,default
1163-102_rat-1,283076,1163,102_rat,kisue,kisue,k i s u e,,52375,3?,false,^k i s u e$,default
1163-102_rat-2,283077,1163,102_rat,kimoa,kimoa,k i m o a,,52375,14,false,^k i m o a$,default
1163-103_meatflesh-1,283892,1163,103_meatflesh,pakasi,pakasi,p a k a s i,,52375,17?,false,^p a k a s i$,default
1163-104_fatgrease-1,279468,1163,104_fatgrease,kanainai,kanainai,k a n a i n a i,,52375,,false,^k a n a i n a i$,default
1163-105_tail-1,283613,1163,105_tail,rapue,rapue,r a p u e,,52375,11,false,^r a p u e$,default
1163-106_snake-1,282012,1163,106_snake,ŋata sai,ŋata sai,ŋ a t a + s a i,,52375,12,false,^ŋ a t a + s a i$,default
1163-108_louse-1,281832,1163,108_louse,kutu,kutu,k u t u,,52375,1,false,^k u t u$,default
1163-109_mosquito-1,282541,1163,109_mosquito,namu,namu,n a m u,,52375,1,false,^n a m u$,default
1163-111_fish-1,282900,1163,111_fish,ika,ika,i k a,,52375,1,false,^i k a$,default
1163-112_rotten-1,264090,1163,112_rotten,popo,popo,p o p o,,52375,14,false,^p o p o$,default
1163-114_leaf-1,284073,1163,114_leaf,rau,rau,r a u,,52375,1,false,^r a u$,default
1163-115_root-1,255654,1163,115_root,kasikoa,kasikoa,k a s i k o a,,52375,"2,28",false,^k a s i k o a$,default
1163-116_flower-1,255195,1163,116_flower,fuma,fuma,f u m a,,52375,72,false,^f u m a$,default
1163-117_fruit-1,255350,1163,117_fruit,fua,fua,f u a,,52375,1,false,^f u a$,default
1163-118_grass-1,255501,1163,118_grass,manamu,manamu,m a n a m u,,52375,68,false,^m a n a m u$,default
1163-119_earthsoil-1,258706,1163,119_earthsoil,kere,kere,k e r e,,52375,10,false,^k e r e$,default
1163-120_stone-1,257211,1163,120_stone,fatu,fatu,f a t u,,52375,1,false,^f a t u$,default
1163-121_sand-1,257032,1163,121_sand,waraune,waraune,w a r a u n e,,52375,"1,75",false,^w a r a u n e$,default
1163-122_water-1,256676,1163,122_water,wai,wai,w a i,,52375,2,false,^w a i$,default
1163-123_toflow-1,274637,1163,123_toflow,sara,sara,s a r a,,52375,33,false,^s a r a$,default
1163-124_sea-1,259203,1163,124_sea,tai,tai,t a i,,52375,1,false,^t a i$,default
1163-125_salt-1,257300,1163,125_salt,mara,mara,m a r a,,52375,,false,^m a r a$,default
1163-126_lake-1,259060,1163,126_lake,kapu,kapu,k a p u,,52375,,false,^k a p u$,default
1163-127_woodsforest-1,255804,1163,127_woodsforest,malasi,malasi,m a l a s i,L from Namakura or Nakanamanga,52375,18,true,^m a l a s i$,default
1163-128_sky-1,259349,1163,128_sky,raŋi,raŋi,r a ŋ i,,52375,1,false,^r a ŋ i$,default
1163-128_sky-2,259350,1163,128_sky,maloa,maloa,m a l o a,,52375,,false,^m a l o a$,default
1163-129_moon-1,255983,1163,129_moon,aŋa·le,aŋa·le,a ŋ a + l e,,52375,3,false,^a ŋ a · l e$,default
1163-130_star-1,256159,1163,130_star,masoi,masoi,m a s o i,,52375,13,false,^m a s o i$,default
1163-131_cloud-1,256499,1163,131_cloud,tae teraŋi,tae teraŋi,t a e + t e r a ŋ i,L from Vanuatu lgs,52375,"3,36",true,^t a e + t e r a ŋ i$,default
1163-132_fog-1,259005,1163,132_fog,mafu,mafu,m a f u,,52375,22,false,^m a f u$,default
1163-133_rain-1,256854,1163,133_rain,ua,ua,u a,,52375,1,false,^u a$,default
1163-134_thunder-1,258875,1163,134_thunder,pačiri,pačiri,p a č/tʃ i r i,,52375,14,false,^p a č i r i$,default
1163-135_lightning-1,258539,1163,135_lightning,wira,wira,w i r a,,52375,2,false,^w i r a$,default
1163-136_wind-1,258371,1163,136_wind,mataŋi,mataŋi,m a t a ŋ i,,52375,"1,66",false,^m a t a ŋ i$,default
1163-137_toblow-1,272704,1163,137_toblow,suia,suia,s u i a,,52375,12,false,^s u i a$,default
1163-138_warm-1,267612,1163,138_warm,wera,wera,w e r a,,52375,8,false,^w e r a$,default
1163-139_cold-1,262945,1163,139_cold,makariri,makariri,m a k a r i r i,,52375,"1,52",false,^m a k a r i r i$,default
1163-140_dry-1,262087,1163,140_dry,ma·tu,ma·tu,m a + t u,,52375,66,false,^m a · t u$,default
1163-141_wet-1,262262,1163,141_wet,lousa,lousa,l o u s a,,52375,,false,^l o u s a$,default
1163-142_heavy-1,262616,1163,142_heavy,ma·fa,ma·fa,m a + f a,,52375,46,false,^m a · f a$,default
1163-143_fire-1,257479,1163,143_fire,afi,afi,a f i,,52375,1,false,^a f i$,default
1163-144_toburn-1,273719,1163,144_toburn,tuŋia,tuŋia,t u ŋ i a,,52375,"1,7",false,^t u ŋ i a$,default
1163-145_smoke-1,257657,1163,145_smoke,silaŋo,silaŋo,s i l a ŋ o,,52375,63,false,^s i l a ŋ o$,default
1163-146_ashes-1,257835,1163,146_ashes,arefu,arefu,a r e f u,,52375,67,false,^a r e f u$,default
1163-147_black-1,260347,1163,147_black,paku,paku,p a k u,,52375,64,false,^p a k u$,default
1163-148_white-1,260525,1163,148_white,tetea,tetea,t e t e a,,52375,8,false,^t e t e a$,default
1163-149_red-1,260703,1163,149_red,mea,mea,m e a,,52375,1,false,^m e a$,default
1163-150_yellow-1,260879,1163,150_yellow,maloloa,maloloa,m a l o l o a,,52375,,false,^m a l o l o a$,default
1163-151_green-1,261019,1163,151_green,keskesa,keskesa,k e s k e s a,L from Efate Lgs,52375,8,true,^k e s k e s a$,default
1163-152_small-1,261381,1163,152_small,kekela,kekela,k e k e l a,,52375,13,false,^k e k e l a$,default
1163-153_big-1,261198,1163,153_big,motua,motua,m o t u a,,52375,73,false,^m o t u a$,default
1163-155_long-1,263235,1163,155_long,totoe,totoe,t o t o e,,52375,73,false,^t o t o e$,default
1163-156_thin-1,264511,1163,156_thin,manfinifi,manfinifi,m a n f i n i f i,,52375,1,false,^m a n f i n i f i$,default
1163-157_thick-1,264377,1163,157_thick,matoru,matoru,m a t o r u,,52375,3,false,^m a t o r u$,default
1163-158_narrow-1,263348,1163,158_narrow,walakai,walakai,w a l a k a i,,52375,,false,^w a l a k a i$,default
1163-160_painfulsick-1,262786,1163,160_painfulsick,masaki,masaki,m a s a k i,,52375,1,false,^m a s a k i$,default
1163-162_old-1,263652,1163,162_old,tuai,tuai,t u a i,,52375,48,false,^t u a i$,default
1163-163_new-1,263496,1163,163_new,fou,fou,f o u,,52375,1,false,^f o u$,default
1163-164_good-1,261562,1163,164_good,merie,merie,m e r i e,,52375,16,false,^m e r i e$,default
1163-165_badevil-1,261739,1163,165_badevil,sa,sa,s a,,52375,1,false,^s a$,default
1163-166_correcttrue-1,263804,1163,166_correcttrue,marie,marie,m a r i e,good,52375,106,false,^m a r i e$,default
1163-167_night-1,267789,1163,167_night,po,po,p o,,52375,1,false,^p o$,default
1163-168_day-1,268119,1163,168_day,rea,rea,r e a,,52375,7,false,^r e a$,default
1163-169_year-1,267965,1163,169_year,tau,tau,t a u,,52375,1,false,^t a u$,default
1163-170_when-1,267213,1163,170_when,afia,afia,a f i a,,52375,5,false,^a f i a$,default
1163-174_ininside-1,277858,1163,174_ininside,i roto,i roto,i + r o t o,,52375,5,false,^i + r o t o$,default
1163-177_this-1,278276,1163,177_this,kenei,kenei,k e n e i,,52375,"7,1",false,^k e n e i$,default
1163-178_that-1,278043,1163,178_that,nera,nera,n e r a,,52375,65,false,^n e r a$,default
1163-179_near-1,277931,1163,179_near,etata,etata,e t a t a,,52375,9,false,^e t a t a$,default
1163-180_far-1,277674,1163,180_far,imao,imao,i m a o,,52375,13,false,^i m a o$,default
1163-181_where-1,267361,1163,181_where,ifia,ifia,i f i a,,52375,"3, 35",false,^i f i a$,default
1163-182_i-1,268297,1163,182_i,aβau,aβau,a β a u,,52375,"1,21, 18",false,^a β a u$,default
1163-183_thou-1,268477,1163,183_thou,akoe,akoe,a k o e,,52375,1,false,^a k o e$,default
1163-184_heshe-1,268655,1163,184_heshe,eia,eia,e i a,,52375,1,false,^e i a$,default
1163-185_we-1,268833,1163,185_we,tatou,tatou,t a t o u,pl. incl.,52375,"1, 39",false,^t a t o u$,default
1163-185_we-2,269007,1163,185_we,matou,matou,m a t o u,pl. excl.,52375,"2, 39",false,^m a t o u$,default
1163-185_we-3,269493,1163,185_we,taua,taua,t a u a,dl. incl.,52375,"1, 29",false,^t a u a$,default
1163-185_we-4,269614,1163,185_we,maua,maua,m a u a,dl. excl.,52375,"2, 29",false,^m a u a$,default
1163-186_you-1,269186,1163,186_you,koutou,koutou,k o u t o u,pl.,52375,16,false,^k o u t o u$,default
1163-187_they-1,269363,1163,187_they,ratou,ratou,r a t o u,they,52375,"1, 72",false,^r a t o u$,default
1163-188_what-1,266693,1163,188_what,a·fa,a·fa,a + f a,,52375,1,false,^a · f a$,default
1163-189_who-1,266515,1163,189_who,kuai,kuai,k u a i,,52375,1,false,^k u a i$,default
1163-190_other-1,266346,1163,190_other,tonrua,tonrua,t o n r u a,,52375,,false,^t o n r u a$,default
1163-191_all-1,277550,1163,191_all,euči,euči,e u č/tʃ i,,52375,60,false,^e u č i$,default
1163-192_and-1,277597,1163,192_and,ŋo,ŋo,ŋ o,L from Nakanamanga,52375,,true,^ŋ o$,default
1163-193_if-1,277793,1163,193_if,ŋousia,ŋousia,ŋ o u s i a,,52375,,false,^ŋ o u s i a$,default
1163-194_how-1,277750,1163,194_how,efia,efia,e f i a,,52375,11,false,^e f i a$,default
1163-195_nonot-1,277986,1163,195_nonot,sai,sai,s a i,,52375,"10,84",false,^s a i$,default
1163-196_tocount-1,273871,1163,196_tocount,tao,tao,t a o,,52375,8,false,^t a o$,default
1163-197_one-1,264696,1163,197_one,etasi,etasi,e t a s i,,52375,41,false,^e t a s i$,default
1163-198_two-1,264875,1163,198_two,rua,rua,r u a,,52375,1,false,^r u a$,default
1163-199_three-1,265053,1163,199_three,e-toru,e-toru,e + t o r u,,52375,1,false,^e - t o r u$,default
1163-200_four-1,265231,1163,200_four,e-fa,e-fa,e + f a,,52375,"1,66",false,^e - f a$,default
1163-201_five-1,265409,1163,201_five,e-rima,e-rima,e + r i m a,,52375,1,false,^e - r i m a$,default
1163-202_six-1,265586,1163,202_six,e-ono,e-ono,e + o n o,,52375,1,false,^e - o n o$,default
1163-203_seven-1,265759,1163,203_seven,eβitu,eβitu,e β i t u,,52375,1,false,^e β i t u$,default
1163-204_eight-1,265932,1163,204_eight,eβaru,eβaru,e β a r u,,52375,3,false,^e β a r u$,default
1163-205_nine-1,266101,1163,205_nine,siwa,siwa,s i w a,,52375,5,false,^s i w a$,default
1163-206_ten-1,266277,1163,206_ten,siŋofuru,siŋofuru,s i ŋ o f u r u,,52375,5,false,^s i ŋ o f u r u$,default
1212-1_hand-1,290862,1212,1_hand,rima,rima,r i m a,,Davletshin-1212-2015,"1, 64",false,^r i m a$,default
1212-2_left-1,291150,1212,2_left,kaihi,kaihi,k a i h i,,Davletshin-1212-2015,"1,42",false,^k a i h i$,default
1212-2_left-2,291151,1212,2_left,mauii,mauii,m a u iː,,Davletshin-1212-2015,"1,59",false,^m a u ii$,default
1212-3_right-1,290864,1212,3_right,maua,maua,m a u a,,Davletshin-1212-2015,"5, 37?",false,^m a u a$,default
1212-4_legfoot-1,290865,1212,4_legfoot,vae,vae,v a e,,Davletshin-1212-2015,"1,100",false,^v a e$,default
1212-5_towalk-1,290866,1212,5_towalk,haare,haare,h aː r e,(s.),Davletshin-1212-2015,6,false,^h aa r e$,default
1212-6_roadpath-1,290867,1212,6_roadpath,haarena,haarena,h aː r e n a,,Davletshin-1212-2015,,false,^h aa r e n a$,default
1212-7_tocome-1,290868,1212,7_tocome,au-mai,au-mai,a u + m a i,(s.) suppletive,Davletshin-1212-2015,"1,44",false,^a u - m a i$,default
1212-7_tocome-2,290869,1212,7_tocome,oo-mai (pl.),oo-mai,oː + m a i,(pl.) suppletive,Davletshin-1212-2015,"1,44",false,^oo - m a i$,default
1212-8_toturn-1,290870,1212,8_toturn,huri,huri,h u r i,(s.),Davletshin-1212-2015,15,false,^h u r i$,default
1212-8_toturn-2,290871,1212,8_toturn,tahuri,tahuri,t a h u r i,(s.),Davletshin-1212-2015,15,false,^t a h u r i$,default
1212-9_toswim-1,290872,1212,9_toswim,kkau,kkau,kː a u,(s.),Davletshin-1212-2015,5,false,^kk a u$,default
1212-10_dirty-1,290873,1212,10_dirty,kerekere,kerekere,k e r e k e r e,(s.),Davletshin-1212-2015,10,false,^k e r e k e r e$,default
1212-11_dust-1,290874,1212,11_dust,rehu,rehu,r e h u,"also: ashes, powder",Davletshin-1212-2015,"1, 68",false,^r e h u$,default
1212-12_skin-1,290875,1212,12_skin,kiri,kiri,k i r i,also: bark,Davletshin-1212-2015,1,false,^k i r i$,default
1212-13_back-1,290876,1212,13_back,kanatua,kanatua,k a n a t u a,,Davletshin-1212-2015,11,false,^k a n a t u a$,default
1212-13_back-2,290877,1212,13_back,kantua,kantua,k a n t u a,,Davletshin-1212-2015,11,false,^k a n t u a$,default
1212-14_belly-1,290878,1212,14_belly,manava,manava,m a n a v a,,Davletshin-1212-2015,9,false,^m a n a v a$,default
1212-15_bone-1,290879,1212,15_bone,ivi,ivi,i v i,,Davletshin-1212-2015,"52,5",false,^i v i$,default
1212-16_intestines-1,290880,1212,16_intestines,kaatae,kaatae,k aː t a e,,Davletshin-1212-2015,12,false,^k aa t a e$,default
1212-17_liver-1,290881,1212,17_liver,ate,ate,a t e,,Davletshin-1212-2015,1,false,^a t e$,default
1212-18_breast-1,290976,1212,18_breast,hatahata,hatahata,h a t a h a t a,(chest),Davletshin-1212-2015,41,false,^h a t a h a t a$,default
1212-18_breast-2,290977,1212,18_breast,uu,uu,uː,(female) : also milk,Davletshin-1212-2015,1,false,^uu$,default
1212-19_shoulder-1,290882,1212,19_shoulder,ruamona,ruamona,r u a m o n a,,Davletshin-1212-2015,10?,false,^r u a m o n a$,default
1212-20_toknowbeknowledgeable-1,290915,1212,20_toknowbeknowledgeable,iloa,iloa,i l o a,(s.),Davletshin-1212-2015,13,false,^i l o a$,default
1212-21_tothink-1,290921,1212,21_tothink,maanatu,maanatu,m aː n a t u,(s.),Davletshin-1212-2015,9,false,^m aa n a t u$,default
1212-22_tofear-1,290922,1212,22_tofear,mataku,mataku,m a t a k u,(s.),Davletshin-1212-2015,1,false,^m a t a k u$,default
1212-23_blood-1,290883,1212,23_blood,toto,toto,t o t o,,Davletshin-1212-2015,4,false,^t o t o$,default
1212-24_head-1,290884,1212,24_head,pokouru,pokouru,p o k o u r u,,Davletshin-1212-2015,"10,62",false,^p o k o u r u$,default
1212-25_neck-1,290885,1212,25_neck,koomanu,koomanu,k oː m a n u,,Davletshin-1212-2015,,false,^k oo m a n u$,default
1212-26_hair-1,290916,1212,26_hair,rauru,rauru,r a u r u,,Davletshin-1212-2015,40,false,^r a u r u$,default
1212-27_nose-1,290917,1212,27_nose,kaisu,kaisu,k a i s u,,Davletshin-1212-2015,"1,10",false,^k a i s u$,default
1212-27_nose-2,290918,1212,27_nose,kaihu,kaihu,k a i h u,,Davletshin-1212-2015,"1,10",false,^k a i h u$,default
1212-28_tobreathe-1,290886,1212,28_tobreathe,maanava,maanava,m aː n a v a,,Davletshin-1212-2015,1,false,^m aa n a v a$,default
1212-29_tosniffsmell-1,290919,1212,29_tosniffsmell,sunu,sunu,s u n u,(s.),Davletshin-1212-2015,45?,false,^s u n u$,default
1212-29_tosniffsmell-2,290920,1212,29_tosniffsmell,hunu,hunu,h u n u,(s.),Davletshin-1212-2015,45?,false,^h u n u$,default
1212-30_mouth-1,290887,1212,30_mouth,pukua,pukua,p u k u a,,Davletshin-1212-2015,49,false,^p u k u a$,default
1212-31_tooth-1,290888,1212,31_tooth,niho,niho,n i h o,,Davletshin-1212-2015,1,false,^n i h o$,default
1212-32_tongue-1,290889,1212,32_tongue,arero,arero,a r e r o,,Davletshin-1212-2015,15,false,^a r e r o$,default
1212-33_tolaugh-1,290923,1212,33_tolaugh,piha,piha,p i h a,(s.),Davletshin-1212-2015,,false,^p i h a$,default
1212-34_tocry-1,291035,1212,34_tocry,tani,tani,t a n i,"(s.)also: weep, vail, sound (of musical instruments)",Davletshin-1212-2015,1,false,^t a n i$,default
1212-35_tovomit-1,290911,1212,35_tovomit,lua,lua,l u a,,Davletshin-1212-2015,8,false,^l u a$,default
